0.|Did you actually participate in the GGJ 2020?|2.|8.1|8.2|8.3|9.|10.|1.|3.|4.|5.|6.|7.
2/18/2020 11:17:36|Yes|FEU Philippines|Frequently|Frequently|Frequently|by changing ideas|Online sources (websites, online documentation, etc.)|Male|22|Bachelor’s degree (e.g. BA, BS)|Less than one year|No, the GGJ 2020 was my first game jam|No, I haven't
2/18/2020 11:19:41|Yes|Brasil|Occasionally|Rarely|Occasionally|Nessa game jam, os mentores nao ajudaram tanto quanto o esperado.|Other jammers in the same location|Male|19|Some college, no degree|Two years|Yes, one game jam|Yes, as a student
2/18/2020 11:22:22|Yes|Manila, Philippines|Rarely|Occasionally|Frequently|We helped our classmates reach a better conclusion and they helped us solve some bugs|Other jammers in the same location|Male|20|Some college, no degree|Less than one year|No, the GGJ 2020 was my first game jam|No, I haven't
2/18/2020 11:26:35|Yes|Sao Caetano do Sul|Occasionally|Rarely|Occasionally||Online sources (websites, online documentation, etc.)|Male|22|Some college, no degree|More than five years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/18/2020 11:27:29|Yes|Brasília, Brazil|Occasionally|Occasionally|Never|I often propose change in systems of incentives (game design) and technical help on algorithms to achieve a given goal, e.g. how to know if an object is obstructing the vision, how to sort collisions by their normal, etc...|Other jammers in the same location|Male|25|Bachelor’s degree (e.g. BA, BS)|Five years|More than five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/18/2020 11:29:16|Yes|Bangkok,Thailand|Never|Frequently|Rarely||Other jammers in the same location|Prefer not to say|24|Some college, no degree|One year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/18/2020 11:29:26|Yes|Big Rapids, Michigan, United States of America|Frequently|Very Frequently|Rarely|My peers and  I worked on finding solutions together - our mentors were there on an as-needed basis because they were helping underclassmen and building their own game. |Online sources (websites, online documentation, etc.)|Female|23|Some college, no degree|Five years|Four game jams|Yes, as a student
2/18/2020 11:47:36|Yes|Recife, Brasil|Rarely|Very Frequently|Occasionally|Dessa vez, eu e meu grupo não encontramos muitas dificuldades no nosso processo, e por isso não precisamos muito de ajuda durante a jam. Mas ajudamos bastante outros grupos de diversas formas, como: conselhos de engines para iniciantes, conselhos de gestão de tempo, empréstimo de equipamentos e ajuda com programação.|Mentors/organizers|Male|21|Some college, no degree|One year|Three game jams|Yes, as a hobbyist
2/18/2020 11:52:52|Yes|São Caetano do sul, Brazil|Occasionally|Frequently|Frequently||Mentors/organizers|Male|19|Professional degree (e.g. MD, DDS, DVM)|One year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/18/2020 11:53:32|Yes|São Caetano do Sul, Brazil|Rarely|Rarely|Rarely||Other jammers in the same location|Male|20|High school degree or equivalent (e.g. GED)|Two years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/18/2020 11:54:33|Yes|Winter Park, USA|Occasionally|Occasionally|Very Frequently||Online sources (websites, online documentation, etc.)|Male|29|Bachelor’s degree (e.g. BA, BS)|Two years|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/18/2020 11:59:09|Yes|Sampaloc, Manila, Philippines|Rarely|Never|Never|Me and my team mostly keep to ourselves. The only help we got is asking a schoolmate on online submission.|Mentors/organizers|Male|25|Some college, no degree|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|Yes, as a student
2/18/2020 12:18:55|Yes|Belfast, northern ireland|Frequently|Frequently|Occasionally|Mainly left to my own devices, the event organiser helped with breaks that became vital and the people around me were helpful to talk to and learn from. |Other jammers in the same location|Male|28|High school degree or equivalent (e.g. GED)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/18/2020 12:23:25|Yes|Kropyvnytsky, Ukraine|Never|Never|Never||Online sources (websites, online documentation, etc.)|Male|24|Master’s degree (e.g. MA, MS, MEd)|Three years|Four game jams|Yes, as a hobbyist
2/18/2020 12:24:57|Yes|Beirut, Lebanon|Occasionally|Frequently|Rarely|The locale and the amount of participants made it so that everyone was hanging out together most of the time|Online sources (websites, online documentation, etc.)|Male|20|Bachelor’s degree (e.g. BA, BS)|One year|Yes, one game jam|Yes, as a hobbyist
2/18/2020 12:28:07|Yes|São Caetano do Sul-SP|Never|Never|Frequently|Eles vieram conversar com a equipe, perguntando sobre as mecânicas de jogo e sugerindo mudanças para melhorar|Mentors/organizers|Male|20|Some college, no degree|Three years|Three game jams|Yes, as a student
2/18/2020 12:32:06|Yes|Smart village - at cairo - Egypt|Frequently|Frequently|Very Frequently||Mentors/organizers|Male|23|Some college, no degree|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/18/2020 12:33:14|Yes|São Caetano do Sul, Brazil|Occasionally|Occasionally|Frequently|I had a technical problem in my group and I had to change the game engine for another that I didn't know. I received a lot of support from the mentors and another jamers in order to make the game. Ocasionally I went to help other groups to solve network problems. |Mentors/organizers|Male|30|Bachelor’s degree (e.g. BA, BS)|One year|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/18/2020 12:35:00|Yes|Buffalo, NY, USA|Occasionally|Occasionally|Occasionally||Online sources (websites, online documentation, etc.)|Male|32|Bachelor’s degree (e.g. BA, BS)|More than five years|More than five game jams|Yes, as a hobbyist
2/18/2020 12:37:42|Yes|Manila, Philippines|Rarely|Rarely|Rarely||Mentors/organizers|Male|22|Some college, no degree|Four years|No, the GGJ 2020 was my first game jam|No, I haven't
2/18/2020 12:38:32|Yes|Madrid, Spain|Rarely|Rarely|Never||Online sources (websites, online documentation, etc.)|Male|21|High school degree or equivalent (e.g. GED)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/18/2020 12:39:07|Yes|João Pessoa, PB, Brasil|Occasionally|Occasionally|Occasionally||Mentors/organizers|Male|24|Some college, no degree|Two years|Yes, one game jam|Yes, as a student
2/18/2020 12:41:14|Yes|Bloomfield College|Occasionally|Occasionally|Occasionally|I had people playtest my game and playtested other people's games. I also did not plan on working on my game with my girl friend, but she got curious and wanted to help and ended up just being on the team, which was fun and surprising because she doesn't like video games much and has never made one before, but she enjoyed working together.|Other jammers in the same location|NB|30|Master’s degree (e.g. MA, MS, MEd)|More than five years|More than five game jams|Yes,  professionally (employed)
2/18/2020 12:42:12|Yes|João Pessoa, Brazil|Occasionally|Occasionally|Occasionally|I was doing art and pitched the game theme and style the overal concept, but im not a game designer so i got help of some of them|Other jammers in the same location|Male|21|Bachelor’s degree (e.g. BA, BS)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/18/2020 12:44:23|Yes|at Japan, Nakagami District Nishihara Cho, Okinawa|Very Frequently|Never|Occasionally||Other jammers in the same location|Male|21|Some college, no degree|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/18/2020 12:46:34|Yes|Barcelona, Spain|Never|Never|Never|We worked very isolated. That sone thing I dont like about in-person jams, there ends up being less communication between teams than in the online ones, as weird as that might seem.|No one, really|Male|24|Master’s degree (e.g. MA, MS, MEd)|Two years|More than five game jams|Yes, as a hobbyist
2/18/2020 12:48:11|Yes|Barcelona, Spain|Rarely|Rarely|Never||Online sources (websites, online documentation, etc.)|Male|36|Professional degree (e.g. MD, DDS, DVM)|More than five years|More than five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/18/2020 12:49:21|Yes|Pamplona, Spain|Frequently|Occasionally|Occasionally||Online sources (websites, online documentation, etc.)|Male|22|Some college, no degree|Two years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/18/2020 12:51:11|Yes|Metro Manila, Philippines|Frequently|Occasionally|Never||Teammates|Female|21|High school degree or equivalent (e.g. GED)|Three years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/18/2020 12:56:48|Yes|Córdoba, Spain|Very Frequently|Never|Frequently|I was almost useless.|Other jammers in the same location|Male|19|Bachelor’s degree (e.g. BA, BS)|Less than one year|No, the GGJ 2020 was my first game jam|No, I haven't
2/18/2020 12:59:03|Yes|Tallinn, Estonia|Occasionally|Occasionally|Never|We didn't really need any help from the mentors or others, because we had a concrete vision for our project and we were experienced enough to know what to look up online when we needed it.|Online sources (websites, online documentation, etc.)|Male|22|High school degree or equivalent (e.g. GED)|Less than one year|Three game jams|Yes, as a student
2/18/2020 13:00:07|Yes|Burlington, United States|Occasionally|Rarely|Never|We had a very large team of 8 people so the conversation was pretty limited to our group and we needed help would consult eachother.|Other jammers in the same location|Male|18|Some college, no degree|Two years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/18/2020 13:00:24|Yes|Kropyvnytskyi, Ukraine|Frequently|Occasionally|Frequently|"If i dont know ""how to do something"", others jammers helped me. So i do the same thing."|Online sources (websites, online documentation, etc.)|Male|19|High school degree or equivalent (e.g. GED)|One year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/18/2020 13:01:41|Yes|São Paulo|Occasionally|Occasionally|Occasionally||Mentors/organizers|Female|26|Bachelor’s degree (e.g. BA, BS)|Three years|Three game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/18/2020 13:04:05|Yes|Netherlands|Rarely|Occasionally|Occasionally|All consestants were really focused, so communication between teams was minimal|Mentors/organizers|Male|40|Master’s degree (e.g. MA, MS, MEd)|More than five years|No, the GGJ 2020 was my first game jam|Yes,  professionally (employed)
2/18/2020 13:05:05|Yes|João Pessoa,Brazil.|Occasionally|Rarely|Occasionally|In the idea conception part we were helped by the mentors, and during the jam I helped some people to define their ideas and also with programming.|Other jammers in the same location|Male|22|Some college, no degree|Two years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/18/2020 13:05:33|Yes|Barcelona, Spain|Never|Rarely|Occasionally||Mentors/organizers|Male|23|Bachelor’s degree (e.g. BA, BS)|Less than one year|Two game jams|Yes, as a student
2/18/2020 13:10:24|Yes|Gandia |Occasionally|Frequently|Occasionally||Mentors/organizers|Male|22|Professional degree (e.g. MD, DDS, DVM)|Two years|Yes, one game jam|Yes, as a student
2/18/2020 13:10:56|Yes|Galway, Ireland |Rarely|Occasionally|Occasionally||People participating in the jam, but in other location|Female|26|Bachelor’s degree (e.g. BA, BS)|Three years|Three game jams|Yes, as a hobbyist
2/18/2020 13:11:20|Yes|Istanbul, Turkey|Occasionally|Frequently|Occasionally||Other jammers in the same location|Male|21|Bachelor’s degree (e.g. BA, BS)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
